ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
3863,Exercise 9,185.9518698,64.74390649,68.6628893,58,Female,60,128,19.77461391,Rainy,1
3864,Exercise 7,116.3604168,56.75742433,59.83340349,35,Male,22,134,29.58133002,Rainy,1
3865,Exercise 5,221.2408805,82.19011638,86.79003233,19,Male,37,116,29.97350296,Cloudy,4
3866,Exercise 3,365.9279603,89.59467461,90.37629251,46,Female,45,166,29.27810863,Sunny,5
3867,Exercise 1,246.7184817,66.12708977,65.23754756,24,Female,49,179,20.46077564,Cloudy,6
3868,Exercise 9,396.7620275,77.68959181,76.54705034,41,Female,42,160,25.90755382,Cloudy,7
3869,Exercise 4,295.3800288,83.78174569,81.46241732,50,Female,58,175,27.98068083,Sunny,2
3870,Exercise 2,211.7699174,70.40082329,67.46856224,39,Male,21,125,25.80364249,Rainy,5
3871,Exercise 7,179.0671561,74.30555168,72.47761457,57,Female,47,158,31.6870012,Rainy,10
3872,Exercise 9,268.2282733,82.28773936,78.31792698,51,Female,37,169,29.63587771,Cloudy,2
3873,Exercise 6,409.5682576,91.67407172,93.86163847,35,Female,54,154,26.98492589,Cloudy,9
3874,Exercise 8,177.6012889,66.08545501,66.11492388,57,Male,43,116,20.78037803,Cloudy,10
3875,Exercise 1,296.3675916,79.12936205,80.62340727,32,Female,50,170,27.28271307,Cloudy,2
3876,Exercise 4,288.1696365,74.37073244,72.23101797,22,Female,53,141,26.57841314,Sunny,3
3877,Exercise 5,256.5708154,69.28919441,66.78238183,39,Female,37,147,28.20462711,Rainy,4
3878,Exercise 6,142.695977,84.83996438,88.28169848,43,Male,25,146,30.15349141,Rainy,10
3879,Exercise 1,337.8595267,86.35977586,83.23168808,22,Male,59,156,20.75119225,Cloudy,9
3880,Exercise 6,211.4378253,65.90246227,64.66279977,48,Female,44,161,33.06743801,Rainy,6
3881,Exercise 8,163.1070363,56.60930712,55.66560509,32,Male,24,144,26.34115844,Rainy,9
3882,Exercise 5,135.2781832,58.68089128,60.17691833,47,Female,34,175,29.02137723,Cloudy,4
3883,Exercise 6,258.7284203,80.12093034,78.29172124,29,Female,29,160,32.20878848,Rainy,3
3884,Exercise 10,219.3109733,88.10583681,89.29222766,29,Female,58,119,30.94531176,Cloudy,5
3885,Exercise 10,251.7361691,73.53953795,74.47040924,49,Female,53,130,20.20615084,Sunny,1
3886,Exercise 2,358.6489316,94.42189355,95.36684752,56,Female,54,137,22.83369542,Cloudy,1
3887,Exercise 7,309.417112,78.75459312,79.81631977,38,Female,56,167,29.95974476,Cloudy,8
3888,Exercise 4,147.9402375,73.78620853,76.61152291,48,Male,30,175,32.60836176,Cloudy,7
3889,Exercise 8,221.8591881,78.73459107,75.63789617,44,Male,50,162,21.43118822,Rainy,2
3890,Exercise 7,173.9567277,71.24971662,73.46267208,20,Female,22,123,25.22264889,Cloudy,7
3891,Exercise 9,193.2450625,80.67485463,79.25414113,51,Female,27,116,28.37710082,Cloudy,4
3892,Exercise 3,144.0562009,67.14435413,70.75141101,36,Female,34,140,27.34291574,Sunny,9
3893,Exercise 10,277.1465035,94.88653072,90.95726356,46,Female,39,172,22.70766508,Cloudy,3
3894,Exercise 3,186.4393827,61.43979325,65.34352722,43,Male,21,136,30.69578491,Sunny,6
3895,Exercise 8,297.7861106,92.99868538,91.37001059,25,Male,55,162,28.81136812,Rainy,8
3896,Exercise 1,322.3194837,91.46252038,93.21401429,41,Male,43,156,21.68379165,Cloudy,6
3897,Exercise 5,199.9685072,73.09042255,75.37582247,50,Male,54,156,27.28437172,Sunny,10
3898,Exercise 3,237.763897,83.64845979,84.37708591,29,Male,29,168,30.89115029,Cloudy,1
3899,Exercise 2,192.4575811,62.29389149,65.87299063,34,Female,38,143,25.81346948,Cloudy,5
3900,Exercise 6,274.2967259,80.28429656,81.64783048,39,Male,45,173,30.00953181,Rainy,2
3901,Exercise 9,146.752108,65.1692698,64.86568938,36,Female,25,165,32.72098151,Cloudy,8
3902,Exercise 10,303.8015573,88.33274497,87.28649173,35,Male,28,134,28.94266806,Sunny,1
3903,Exercise 5,182.7226982,64.49122146,68.06475559,21,Male,21,132,27.58797483,Rainy,5
3904,Exercise 3,415.6970456,91.81040249,93.30589642,23,Female,60,167,20.63990371,Rainy,3
3905,Exercise 1,247.8099128,70.45660711,72.22115405,47,Male,43,157,21.87440653,Rainy,7
3906,Exercise 7,152.1949472,62.73327298,63.20789464,23,Male,35,129,30.1366478,Cloudy,10
3907,Exercise 9,218.1263052,75.16898249,74.27395417,40,Male,50,172,31.32462178,Rainy,2
3908,Exercise 4,316.6821011,84.38447012,83.95341737,39,Male,38,169,29.53091664,Cloudy,5
3909,Exercise 8,179.9118725,66.76831944,69.02846809,24,Female,60,132,20.49172707,Cloudy,7
3910,Exercise 7,246.6034307,77.23878923,77.5415813,42,Female,31,140,28.11281694,Cloudy,3
3911,Exercise 10,294.886526,85.02768929,86.83926143,37,Female,47,168,27.13121484,Rainy,4
3912,Exercise 4,161.8437777,63.39221612,64.10133398,57,Male,56,139,30.85496161,Sunny,9
3913,Exercise 3,392.5053079,88.61733547,90.52114702,27,Male,40,146,26.48298576,Rainy,6
3914,Exercise 2,173.6094587,62.27500219,64.73327043,37,Male,55,179,21.72354804,Sunny,5
3915,Exercise 7,235.7305863,75.73060152,76.85950812,50,Male,27,166,27.98722151,Rainy,3
3916,Exercise 5,306.748137,81.33067049,82.99032085,20,Female,51,132,20.22931094,Cloudy,8
3917,Exercise 1,187.6036772,64.92024264,66.02868307,38,Female,28,143,31.0086845,Sunny,2
3918,Exercise 2,226.9340366,72.34519992,74.41181356,28,Male,22,146,32.96578772,Cloudy,10
3919,Exercise 4,267.8273964,83.92059407,84.78937734,49,Male,37,165,29.61052827,Rainy,4
3920,Exercise 5,183.0947814,70.85968123,73.18092391,24,Male,57,130,22.39974169,Cloudy,1
3921,Exercise 7,218.9724586,73.85682739,76.00470312,45,Female,38,165,25.41367949,Rainy,1
3922,Exercise 6,244.1893944,75.66418027,78.31843085,22,Female,26,163,26.91563511,Sunny,6
3923,Exercise 2,188.3496309,68.74114276,69.88050739,44,Male,56,162,30.41068914,Rainy,2
3924,Exercise 10,307.1271174,91.60408648,92.42967809,28,Male,39,139,21.75096276,Cloudy,10
3925,Exercise 1,187.6843517,65.61708159,66.59784313,36,Female,45,157,32.81645968,Sunny,5
3926,Exercise 9,254.6602552,81.10471532,80.26501213,35,Female,50,168,29.28936317,Cloudy,7
3927,Exercise 8,282.3117604,89.45082829,88.93707364,46,Male,26,141,26.94350871,Rainy,3
3928,Exercise 7,194.9658413,66.55747659,70.36639029,54,Female,52,157,27.87360699,Rainy,8
3929,Exercise 2,341.4874387,90.7435374,91.79491203,20,Male,23,146,20.76559933,Cloudy,6
3930,Exercise 3,289.2595801,82.22783046,84.12734021,57,Female,55,167,31.47324582,Cloudy,4
3931,Exercise 5,235.5294321,74.78206785,78.05076471,30,Male,32,152,26.50473508,Cloudy,2
3932,Exercise 1,251.6680447,79.67331412,81.12343799,56,Male,48,142,32.47927845,Sunny,9
3933,Exercise 4,162.8864784,67.12582751,70.30611317,46,Female,42,159,27.69425797,Cloudy,5
3934,Exercise 7,306.093408,85.39052971,84.57463832,35,Female,21,131,31.21836515,Rainy,10
3935,Exercise 8,225.7027646,73.35455085,73.55411893,38,Male,45,163,30.91596471,Rainy,9
3936,Exercise 2,174.9469307,65.97316629,67.88658208,32,Male,56,172,32.48104217,Cloudy,3
3937,Exercise 4,261.4421237,78.59919501,77.31307042,55,Female,24,120,20.98677312,Sunny,7
3938,Exercise 1,198.7844869,69.28961875,71.51515895,24,Female,26,160,30.07398081,Rainy,3
3939,Exercise 7,221.5811233,78.13082461,80.17925798,43,Female,60,153,31.47512932,Cloudy,9
3940,Exercise 5,237.3625044,73.29214098,74.99989555,57,Male,36,146,20.86263154,Cloudy,1
3941,Exercise 8,318.1057384,88.10795191,88.72098231,56,Female,58,150,30.45866407,Cloudy,6
3942,Exercise 10,189.825457,67.93661837,69.93361934,34,Male,27,135,27.7295922,Sunny,4
3943,Exercise 9,200.3301707,74.64161886,77.16532571,57,Female,32,160,25.30728773,Rainy,6
3944,Exercise 5,221.2156483,73.90584471,76.61857333,36,Male,42,155,21.39603491,Rainy,2
3945,Exercise 4,276.2936462,81.66946211,82.78633172,43,Female,24,156,27.76899259,Cloudy,10
3946,Exercise 2,246.6514029,77.90574228,79.48764733,31,Male,20,154,32.68959053,Sunny,8
3947,Exercise 6,181.7409079,64.92918086,66.19398785,37,Female,51,143,28.1123624,Cloudy,7
3948,Exercise 9,294.1174695,86.16208569,87.40843943,22,Male,27,146,26.77025435,Sunny,5
3949,Exercise 7,206.9749434,70.83031141,73.15969032,48,Male,26,145,31.58742513,Rainy,1
3950,Exercise 3,165.4066659,65.62378828,68.61010454,49,Female,55,163,30.09293609,Cloudy,5
3951,Exercise 5,265.1685202,77.54523862,78.21318762,55,Male,31,140,21.73821946,Cloudy,3
3952,Exercise 6,183.6809981,66.83710901,68.95007229,56,Male,27,134,32.33345299,Cloudy,2
3953,Exercise 4,286.427381,81.70945277,80.82838857,33,Female,44,171,29.44976082,Sunny,10
3954,Exercise 8,215.2388247,75.86430833,78.19720693,34,Male,46,146,20.54584079,Rainy,8
3955,Exercise 7,283.4834419,84.87784837,85.1297364,20,Female,20,172,30.28827607,Sunny,4
3956,Exercise 3,190.3080607,66.81264148,68.98057912,46,Male,27,132,26.83312275,Cloudy,10
3957,Exercise 10,311.8528892,90.53670543,92.02095749,47,Female,26,145,31.56973184,Sunny,2
3958,Exercise 6,227.6165994,73.78259863,75.53764269,41,Male,45,163,27.11559343,Cloudy,9
3959,Exercise 8,227.9189686,73.21415719,75.29905824,48,Male,22,145,30.78287443,Rainy,7
3960,Exercise 2,167.6885295,67.32977443,69.5127473,51,Female,27,155,32.90915163,Cloudy,5
3961,Exercise 4,298.478379,85.56925073,85.78567205,50,Female,26,170,30.6377266,Sunny,3
3962,Exercise 9,175.2881697,64.88267159,66.13642423,42,Male,23,134,27.95243177,Cloudy,1
3963,Exercise 7,250.614006,77.84042176,79.44086146,39,Male,44,144,20.34864255,Rainy,7
3964,Exercise 6,220.6791775,75.27433299,77.82740233,44,Female,34,140,32.28085884,Cloudy,3
3965,Exercise 5,189.6757414,70.55037879,72.53961026,24,Male,29,160,28.12749168,Sunny,2
3966,Exercise 1,255.8769043,79.85005798,81.34597434,53,Female,55,150,30.99761265,Cloudy,10
3967,Exercise 9,180.4563256,63.47689446,65.85939073,35,Male,36,154,27.88370712,Rainy,8
3968,Exercise 3,279.3479249,80.52421598,82.47934654,22,Female,22,172,26.7361764,Sunny,6
3969,Exercise 10,199.215902,68.64029713,70.74577062,39,Female,57,136,31.67819068,Cloudy,4
3970,Exercise 8,265.1505982,79.08771299,80.36995629,38,Male,39,152,21.67194543,Rainy,1
3971,Exercise 2,217.6820924,73.52919715,74.97923602,31,Male,53,167,32.91864185,Cloudy,9
3972,Exercise 9,193.3960797,68.81034681,70.46257032,30,Female,32,169,29.48131667,Rainy,7
3973,Exercise 3,237.183577,74.0659058,77.15228257,29,Male,41,147,20.57672874,Sunny,5
3974,Exercise 5,236.219977,74.23490715,76.80657935,34,Male,28,167,31.53767045,Cloudy,1
3975,Exercise 4,287.7264656,80.67808087,80.52700733,40,Female,59,142,20.46853984,Rainy,6
3976,Exercise 1,204.0912311,70.35143728,72.20851652,23,Female,30,155,28.34674872,Sunny,4
3977,Exercise 10,271.6224309,84.67801492,86.75106397,39,Male,33,139,30.98212064,Cloudy,2
3978,Exercise 7,206.8268227,70.99724728,73.00117412,48,Female,43,145,27.89121684,Rainy,10
3979,Exercise 8,238.3294289,76.54624051,78.5503771,35,Male,45,160,21.53087293,Sunny,8
3980,Exercise 6,189.9902472,68.64192408,69.73441881,56,Male,29,153,31.22636467,Cloudy,4
3981,Exercise 5,269.2857281,79.45826131,79.99502837,47,Female,26,165,30.62463511,Rainy,2
3982,Exercise 2,212.9458659,72.81089072,75.39301744,22,Male,54,140,27.96100623,Sunny,7
3983,Exercise 4,279.3100844,82.28020809,83.78075591,49,Female,28,137,20.25239577,Rainy,3
3984,Exercise 9,178.624685,63.04615499,65.60188056,55,Male,55,145,32.18071722,Cloudy,10
3985,Exercise 3,298.0132271,85.73372561,85.21816859,48,Male,35,170,30.89066372,Cloudy,6
3986,Exercise 10,205.8624832,69.67496781,71.94350409,55,Female,34,142,27.55346488,Cloudy,2
3987,Exercise 6,187.1776129,68.59140595,70.91154247,51,Female,48,147,30.69283035,Rainy,9
3988,Exercise 9,199.3421503,67.29313737,70.14793057,30,Male,56,165,26.59634259,Sunny,5
3989,Exercise 7,278.854791,79.67569732,79.36964711,27,Male,26,150,21.44510657,Sunny,3
3990,Exercise 3,171.2463622,67.70310311,69.88693811,20,Female,35,170,31.61415799,Cloudy,1
3991,Exercise 1,305.3488496,84.60639947,87.08056401,24,Male,27,135,28.98813936,Rainy,10
3992,Exercise 10,219.6254377,73.16634619,75.19771763,40,Female,41,160,26.28301557,Sunny,8
3993,Exercise 6,231.1424737,74.06615942,77.15026556,33,Male,26,146,30.85365871,Rainy,6
3994,Exercise 5,222.1914137,73.61772643,75.72042913,34,Female,33,170,20.64325646,Sunny,4
3995,Exercise 2,289.1556699,83.26660332,84.60345868,58,Male,36,148,29.44894354,Cloudy,2
3996,Exercise 4,265.4641513,81.67836454,82.37951809,42,Female,52,163,31.29107386,Cloudy,9
3997,Exercise 7,216.736693,70.57226617,73.0375636,34,Female,60,140,20.79701476,Sunny,7
3998,Exercise 9,198.3759183,69.08155979,72.49987599,35,Male,31,148,32.67895523,Cloudy,
4000,Exercise 8,210.9671989,72.93543824,75.51856986,46,Male,44,162,29.61373922,Sunny,8
4001,Exercise 5,194.0854567,67.89632097,70.69225717,28,Female,32,163,27.83104097,Cloudy,5
4002,Exercise 4,231.3283663,74.48951029,76.79340815,44,Female,39,148,31.15628377,Cloudy,9
4003,Exercise 10,282.1793304,83.42050813,84.46296379,57,Male,35,144,20.85493619,Sunny,6
4004,Exercise 3,178.1203659,63.28787447,65.87990138,51,Male,53,165,29.71815382,Cloudy,4
4005,Exercise 7,250.0796848,78.29618099,79.24479039,42,Male,41,159,32.04234757,Rainy,2
4006,Exercise 9,214.3192372,73.57628199,76.44414031,43,Female,56,156,26.99010838,Cloudy,10
4007,Exercise 2,289.8401642,83.48767166,83.99454845,53,Female,29,136,30.98629953,Sunny,7
4008,Exercise 4,230.4802967,74.51416902,76.89379345,31,Male,55,161,21.46173792,Cloudy,5
4009,Exercise 5,200.9087645,69.91713347,72.82618106,24,Female,43,175,29.61574236,Rainy,3
4010,Exercise 10,275.6737746,81.75412085,82.87578646,50,Male,34,157,32.2787501,Sunny,10
4011,Exercise 8,225.0717291,75.04202177,77.88225679,40,Male,54,140,26.86544874,Rainy,8
4012,Exercise 6,204.8655648,70.90882265,73.45613436,26,Female,40,157,30.27417362,Cloudy,1
4013,Exercise 3,199.9577897,69.26424751,71.91018944,52,Female,31,148,21.93615942,Sunny,9
4014,Exercise 7,246.996253,77.26734911,80.00580025,46,Male,22,155,29.46382859,Cloudy,6
4015,Exercise 1,222.0846079,72.39162544,74.95924597,38,Female,35,141,30.36197514,Cloudy,4
4016,Exercise 5,204.7082854,71.09833587,73.53578102,40,Female,59,152,26.79201782,Rainy,2
4017,Exercise 9,209.047392,73.47381445,75.58501301,41,Male,35,139,31.00646381,Sunny,10
4018,Exercise 4,188.0509922,67.69010427,69.98576351,57,Male,26,145,27.22147369,Cloudy,8
4019,Exercise 8,258.5737514,80.13556817,80.31075967,30,Male,56,142,31.77752096,Cloudy,1
4020,Exercise 6,218.5422731,72.90169225,75.05468713,45,Female,49,147,29.35431007,Rainy,9
4021,Exercise 2,228.7348619,74.85343977,77.24928108,24,Male,51,173,22.49603461,Cloudy,7
4022,Exercise 7,249.1362097,77.14632992,79.39562367,35,Male,35,160,26.87574791,Rainy,5
4023,Exercise 3,182.8847774,65.26478233,67.36972166,35,Female,22,134,32.00238526,Cloudy,3
4024,Exercise 9,184.4492045,64.78003237,66.83869954,39,Male,60,138,28.41081354,Rainy,1
4025,Exercise 5,229.722641,74.72154264,77.18867406,29,Female,21,142,20.28079508,Sunny,7
4026,Exercise 1,286.0096284,82.87121809,84.10308038,36,Male,23,157,31.43218359,Rainy,5
4027,Exercise 4,183.7706989,65.34080421,67.35263878,50,Female,48,157,27.40299348,Sunny,10
4028,Exercise 10,242.8255032,77.16587174,79.38729098,28,Male,50,143,30.60191442,Cloudy,9
4029,Exercise 6,201.2667274,68.93370312,71.52369091,33,Male,46,176,29.05245639,Cloudy,1
4030,Exercise 2,239.1048582,76.43878802,78.60184119,56,Female,52,148,32.15124479,Rainy,6
4031,Exercise 9,229.5157081,73.17094354,75.20298025,24,Female,42,166,20.84290934,Cloudy,3
4032,Exercise 5,187.6829943,67.51580032,69.42246968,35,Male,41,147,28.64757094,Cloudy,8
4033,Exercise 3,203.2073425,69.84024078,72.15194832,27,Female,57,163,31.50902839,Cloudy,2
4034,Exercise 8,204.563521,70.01346458,72.29086099,44,Male,39,141,26.87637564,Rainy,10
4035,Exercise 4,213.5273629,72.42551231,75.08564869,33,Male,30,154,29.35421496,Cloudy,6
4036,Exercise 7,207.7221174,70.64361912,73.02328412,45,Female,59,157,30.85481112,Rainy,4
4037,Exercise 1,237.3160591,76.07159355,77.81925026,46,Male,33,150,20.70438778,Rainy,2
4038,Exercise 10,191.9456369,68.24319467,70.39622143,51,Male,30,138,29.72230465,Sunny,9
4039,Exercise 6,219.504695,73.00922151,75.11959508,24,Female,24,160,27.75327237,Rainy,7
4040,Exercise 2,252.7301445,78.57476299,79.52445876,42,Male,45,156,31.23915891,Sunny,5
4041,Exercise 8,212.7531311,72.86137105,75.36210277,23,Female,57,145,20.82781964,Cloudy,3
4042,Exercise 9,222.9649815,74.09833323,76.69819402,44,Male,51,161,29.68514228,Rainy,1
4043,Exercise 5,214.6701243,73.23101942,75.65907664,48,Female,43,155,32.49406351,Sunny,7
4044,Exercise 1,188.6800677,67.80277756,70.05937952,38,Male,26,159,27.24172563,Cloudy,4
4045,Exercise 6,207.9105639,70.63637515,73.01515878,51,Male,30,142,30.97482608,Rainy,2
4046,Exercise 7,232.3135363,74.96850488,77.40728744,38,Female,53,155,21.72461468,Cloudy,10
4047,Exercise 8,241.6882475,76.88278905,78.95796301,33,Male,31,144,26.83738301,Cloudy,6
4048,Exercise 2,224.6078817,74.10594294,76.67925099,48,Male,58,141,30.59175629,Rainy,4
4049,Exercise 10,209.4327397,73.55719983,75.67536382,55,Female,56,156,32.33081197,Cloudy,9
4050,Exercise 4,182.6180192,65.22238186,67.32793071,45,Female,40,165,20.96209128,Sunny,7
4051,Exercise 1,240.4814361,76.60817294,78.76677937,30,Male,55,153,28.25910806,Rainy,5
4052,Exercise 9,205.7097132,70.79320042,73.16364885,43,Female,37,160,31.01262251,Cloudy,2
4053,Exercise 8,211.3156699,72.74304212,75.33297019,26,Female,50,162,26.83584477,Rainy,10
4054,Exercise 2,233.4401311,74.75300248,77.20476316,54,Male,33,142,20.83705939,Sunny,8
4055,Exercise 5,217.1966242,72.78547562,75.10148266,47,Male,28,157,31.53416674,Cloudy,6
4056,Exercise 10,249.3662379,77.59377992,79.87810898,35,Female,57,147,29.95284031,Cloudy,1
4057,Exercise 9,236.3463689,75.67805164,77.78679219,35,Male,46,151,20.31254397,Cloudy,9
4058,Exercise 6,225.8579145,74.11112174,76.72271089,56,Male,21,162,26.37828158,Sunny,7
4059,Exercise 7,240.5579704,76.67213077,78.83887272,39,Female,42,151,30.65141024,Rainy,5
4060,Exercise 5,187.4502859,67.68271979,69.97664157,38,Male,47,162,28.9939361,Rainy,3
4061,Exercise 3,213.5667249,72.49904375,75.06508286,36,Female,33,164,20.68407222,Sunny,10
4062,Exercise 2,222.4412697,74.04694688,76.65074515,54,Male,60,156,32.02699924,Rainy,8
4063,Exercise 4,205.1731572,70.73652834,73.12113618,29,Female,32,149,29.55062117,Cloudy,6
4064,Exercise 7,231.8558837,74.90023886,77.33313046,57,Male,31,145,30.32960414,Cloudy,2
4065,Exercise 1,197.2358497,68.65500389,71.21721176,49,Female,53,161,21.71938304,Sunny,7
4066,Exercise 10,227.9096959,73.81041455,76.48840672,41,Male,22,141,27.92359573,Rainy,5
4067,Exercise 6,206.5033083,70.55166292,72.84670355,45,Female,24,158,32.01086264,Rainy,3
4068,Exercise 3,225.0473656,74.16601518,76.7649374,47,Male,46,158,20.50728569,Sunny,10
4069,Exercise 9,201.1547523,69.05845188,71.60518054,28,Female,39,155,29.97894359,Cloudy,2
4070,Exercise 5,232.6425076,74.87248848,77.325737,36,Male,37,156,31.43837837,Cloudy,8
4071,Exercise 7,202.5115003,69.31905849,71.87284995,37,Female,23,160,27.69457013,Rainy,6
4072,Exercise 4,185.2618104,66.02981118,68.43143694,33,Male,50,157,30.83748884,Cloudy,4
4073,Exercise 3,227.3007853,73.87569963,76.55646561,32,Female,34,139,20.37246613,Cloudy,2
4074,Exercise 9,222.0558165,73.97288555,76.67398884,28,Male,60,155,28.61661109,Sunny,10
4075,Exercise 2,207.6126637,70.68492668,73.03813613,43,Female,47,143,31.12976626,Rainy,8
4076,Exercise 10,228.3844984,73.75414494,76.46352668,53,Male,58,162,20.65385712,Cloudy,6
4077,Exercise 8,222.2430529,73.85016983,76.55693541,51,Female,56,149,29.98178996,Sunny,4
4078,Exercise 6,221.0510099,73.68358708,76.39138171,56,Male,42,142,31.59258212,Cloudy,2
4079,Exercise 1,211.5109779,72.76564958,75.35370256,29,Female,57,150,21.48898381,Cloudy,10
4080,Exercise 2,239.8240184,76.42107203,78.58409172,24,Male,37,146,26.77138312,Sunny,8
4081,Exercise 7,242.8479309,77.01992018,79.11917717,35,Female,55,155,30.70736793,Rainy,6
4082,Exercise 10,227.7507037,73.78086964,76.45797928,46,Male,38,156,32.42561984,Cloudy,4
4083,Exercise 8,203.9975251,70.07944688,72.32615309,45,Female,45,155,20.50350402,Sunny,2
4084,Exercise 6,240.6716189,76.68033255,78.84724941,53,Male,50,149,29.68711719,Cloudy,10
4085,Exercise 4,203.3162062,69.9681629,72.29175895,42,Female,60,139,31.21468799,Rainy,8
4086,Exercise 5,235.4010816,75.4998017,77.59917667,25,Male,34,161,20.87930368,Rainy,6
4087,Exercise 3,223.4320015,73.92490171,76.63807106,34,Female,38,141,30.26718163,Cloudy,4
4088,Exercise 9,204.3476239,70.18646442,72.48994925,38,Male,25,146,31.70041324,Cloudy,2
4089,Exercise 1,239.0606477,76.3597356,78.52333635,44,Female,30,157,20.76254941,Cloudy,10
4090,Exercise 5,222.3484811,73.93673402,76.64540247,45,Male,42,152,28.87965595,Rainy,8
4091,Exercise 3,202.5061296,69.34035019,71.87933794,29,Female,60,158,29.79121464,Cloudy,6
4092,Exercise 8,231.5353136,74.88775853,77.32159742,33,Male,47,153,21.00348582,Rainy,4
4093,Exercise 4,227.1398485,73.80349999,76.48252938,24,Female,56,143,30.3957735,Cloudy,2
4094,Exercise 2,202.3371784,69.39201336,71.90182572,48,Male,31,152,32.24331521,Cloudy,10
4095,Exercise 10,211.1890336,72.76947184,75.35660488,42,Female,34,154,20.46250324,Cloudy,8
4096,Exercise 1,240.4145427,76.62534782,78.7904253,52,Male,60,145,30.16952747,Rainy,6
